2	3344
2	2417
3	525
5	987
6	984
8	2509
8	1392
8	716
9	761
9	553
11	3141
11	765
12	2566
13	90
14	1505
14	2693
16	2001
17	1792
17	427
24	1964
25	842
27	430
28	344
29	2609
29	160
29	346
30	1514
33	1792
36	2570
36	810
36	1013
42	1648
43	340
43	906
44	286
47	3126
47	342
47	2501
51	198
56	491
61	2408
62	1575
63	737
64	2224
64	3295
66	1385
72	124
73	3017
74	1097
74	542
74	1771
75	365
76	2167
76	839
76	423
77	621
77	1329
77	908
77	184
78	641
78	2682
79	1650
82	2775
82	2307
83	474
84	3002
86	3088
88	2341
90	599
91	2917
93	2343
93	685
95	1258
96	2563
98	699
101	2706
105	3128
109	1269
109	668
110	2374
111	1075
112	2894
114	2321
114	533
115	3285
116	236
117	253
119	2861
120	3051
122	2484
123	871
123	1329
124	620
126	317
126	1004
128	172
129	1695
129	2771
129	140
131	1157
132	1660
134	1654
137	201
137	1199
138	2344
140	1695
140	245
140	1064
141	1811
141	1093
142	1027
142	3161
144	1879
149	1983
149	2510
150	1969
150	1416
150	262
152	890
152	1816
152	2056
152	1475
153	1593
154	3229
161	3311
161	841
161	2905
161	1428
162	633
165	675
169	3236
169	2269
169	2811
170	2890
170	1041
172	1421
172	882
172	1018
172	278
176	857
179	2112
179	1529
181	968
182	1661
184	497
185	1086
185	3313
187	339
187	2328
188	805
191	3195
191	585
191	2816
191	512
192	1858
195	1300
195	1198
196	970
196	2507
197	490
197	3088
198	479
198	2588
200	1917
200	1638
202	1055
202	404
202	2493
203	610
204	205
204	2477
204	3258
204	979
204	1821
206	918
207	952
207	2233
207	1265
208	1597
208	2010
209	1027
209	806
210	2203
210	1717
210	397
214	2178
215	344
215	1070
223	1012
224	3209
229	1164
229	679
233	2599
234	2504
236	2000
236	2914
242	3151
245	684
250	1834
250	2967
251	948
251	600
251	3243
253	1190
254	1866
255	380
256	640
257	1834
257	948
258	476
258	2661
263	428
265	486
267	314
268	1008
268	3088
272	2427
278	1916
279	2921
281	3264
281	2339
282	1469
283	1503
283	2466
285	1773
286	3070
286	415
289	2551
289	1869
290	2320
291	3034
295	1470
298	2646
299	2502
299	556
302	1570
305	1133
313	813
314	851
315	999
316	1371
316	3268
319	1822
321	2016
326	2218
326	1110
328	362
330	546
330	2738
330	1611
332	570
333	2294
334	616
334	3266
335	1698
335	2011
338	2912
341	1405
344	2513
346	1790
347	1554
357	985
357	943
361	1262
363	1333
365	2219
366	673
367	1160
371	896
371	3065
371	2699
373	1422
373	2686
380	454
383	1354
383	418
385	2355
390	502
390	1521
392	2527
392	2710
394	2292
396	1141
400	1319
401	2643
407	522
413	2160
413	1584
413	1876
413	2533
416	1261
424	1701
424	1537
424	2582
424	2076
431	1836
432	1580
433	845
435	2051
436	2649
436	1636
437	2138
440	1253
442	1722
443	2384
450	473
452	2114
453	2851
455	2264
457	3224
462	1824
465	1620
465	1826
466	1029
469	1008
470	1627
473	1874
474	1267
476	2257
476	854
479	565
479	3359
481	1365
482	2212
484	2386
486	682
486	1129
486	575
488	1237
488	2693
492	1362
493	3271
494	1114
494	1313
497	690
498	2393
500	2635
500	3093
501	2955
501	2164
506	3190
507	1256
510	2478
510	856
512	728
513	646
515	3149
516	1079
518	1100
519	2825
519	1064
521	3281
522	1856
522	678
523	2270
527	3090
527	1771
528	2619
533	978
537	2238
538	1896
541	1732
543	2588
543	1496
547	1735
549	3144
555	1073
555	3233
570	2074
572	2326
573	1691
574	1400
574	2108
574	1085
574	3016
575	774
576	1643
576	1107
577	2364
577	2708
577	2059
577	581
581	3021
581	921
585	2176
587	3311
587	2263
587	2806
589	1798
589	1268
591	2757
593	1415
594	1334
603	1213
604	2638
604	2626
605	820
607	2084
608	2282
613	2032
616	3321
616	790
620	2940
620	1987
620	1455
620	2647
620	1749
623	2767
625	637
627	1390
629	3299
632	2500
632	911
637	1205
640	650
641	2206
642	1799
648	3282
648	694
653	1917
654	2883
658	2360
659	1435
