0	0
1	5
2	11
3	12
4	15
5	16
6	18
7	27
8	29
9	33
10	34
11	37
12	42
13	43
14	47
15	49
16	50
17	52
18	54
19	66
20	72
21	74
22	76
23	79
24	81
25	90	145
26	96	228	3
27	97
28	107
29	108
30	112
31	114
32	120
33	125
34	130	302	266	299	254	196	330	320	300	204	194	187	180	94	53	92	101	24	30	322	323	274	186	62	170	261	238	223	59	63	265	249	80	57	242	48	188	306	275	273	218	195	181	260	152	334	78	4	313	165	325	314	290	277	271	200	118	109	142	122	104	329	331	291	231	158	40	252	203	199	172	21	98	13	56	26	67	9	339	31	87	168	129	22	7	45	318	229	123	148	189	301	217	150	100	64	119	25	55	280	272	65	185	236	246	315	303	207	276	232	224	133	141	258	156	257	85	75	117	153	105	39	121	73	126	160	206	88	1	178	309	284	281	251	139	197	184	127	135	36	239	234	60	213	212	248	285	208	10	106	77	38	169	103	211	82	128
35	132
36	134	69	84	113	161
37	136
38	138
39	140	333	144	137	93	243	167	216	32	111	162	226	214	44	326	312	149	116	115	41	20	2	28	17	14
40	146
41	151
42	155	124
43	157
44	159
45	164
46	174
47	176
48	179
49	182
50	183
51	190
52	191
53	192
54	202	269
55	205
56	209
57	210
58	215
59	220	305	262
60	221
61	222
62	225
63	233
64	235
65	237
66	240
67	241
68	244
69	247
70	250
71	253
72	255
73	256
74	264
75	267
76	268
77	270
78	278
79	279
80	282
81	283
82	286
83	287
84	288
85	289
86	292
87	293
88	294
89	295
90	296
91	297
92	298
93	304
94	307
95	308
96	310
97	311
98	316
99	317
100	319	154	219	147	95	89	6	35	263	227	102	68	175	19	177	131	143	99	46	86	70	230	71	61	259	110	83	51	23	245	193	201	91	8
101	321
102	324
103	327
104	328
105	332
106	335
107	336
108	337
109	338
110	340
111	341
112	342
113	343
114	344
115	345
116	346
117	347
118	356
119	358
120	371
121	377
122	382
123	383
124	385
125	386
126	401
127	406	379
128	411
129	414
130	418
131	447
132	448
133	449
134	458	403	482	539	446	390	502	491	490	372	434
135	468
136	470
137	472
138	478	349	405
139	480
140	489
141	510
142	521
143	526
144	530
145	533
146	535
147	540
148	550
149	552
150	560
151	562
