0,745
1,4227
1,2185
1,58
1,6375
1,1219
1,5669
1,6995
1,2195
1,126
1,2627
1,217
2,562
2,1487
2,6
2,5249
2,6980
2,4126
2,5127
3,1722
3,456
3,506
3,1348
3,6399
3,6944
3,4288
3,6011
3,272
3,4399
3,29
3,3365
3,5869
3,2098
3,692
3,2004
3,5967
3,5754
3,922
4,577
4,49
4,119
4,645
4,791
4,851
4,884
4,891
4,957
4,1268
4,1278
4,1313
4,1440
4,1635
4,1637
4,1653
4,1684
4,1797
4,1799
4,1936
4,2069
4,2500
4,2680
4,2729
4,2745
4,2773
4,2873
4,2878
4,3024
4,3028
4,3107
4,3148
4,3202
4,3336
4,3344
4,3345
4,3384
4,3539
4,3635
4,3725
4,3804
4,3814
4,3830
4,3921
4,3972
5,5397
5,487
6,5785
6,665
6,617
6,597
6,87
6,3065
6,1825
6,6192
6,732
6,7117
6,342
6,1487
6,4371
6,1457
6,6980
6,1281
6,1546
6,3276
6,167
6,381
6,543
6,904
6,1628
6,2697
6,4844
7,177
7,6154
7,7398
7,2840
7,6797
7,623
7,428
7,2133
7,126
7,6192
8,1681
8,681
9,4447
9,1786
9,266
9,5973
9,246
9,3820
9,6340
9,366
9,70
10,5430
11,524
11,617
11,2402
11,1322
11,4875
11,13
12,5221
12,3785
12,933
12,1134
13,1785
13,3946
13,1220
13,6067
13,5330
13,1504
13,524
13,477
13,1928
13,7149
13,1808
13,6207
13,2256
13,3541
13,5786
13,863
13,2775
13,3543
13,4860
13,6457
13,5300
13,62
13,2821
13,3300
13,6595
13,185
13,486
13,4571
13,33
13,81
13,162
13,213
13,598
13,643
13,894
13,982
13,1002
13,1013
14,5790
14,2146
14,6338
14,3072
14,517
15,353
15,756
15,3015
15,5221
15,4342
15,1230
16,7132
16,2614
16,131
16,6231
16,1790
16,3089
16,5515
16,7259
16,1672
16,5024
16,3983
16,341
16,6345
16,4155
16,5660
16,1346
16,5040
16,6438
16,253
16,1947
16,38
16,55
16,6459
16,4923
16,1002
16,6041
16,1896
16,3679
16,771
16,1013
16,2737
16,3308
16,764
16,6016
16,396
17,6020
17,4212
17,7078
17,1331
17,948
17,1334
17,3151
17,374
18,6277
18,4016
18,3579
18,7031
18,5090
18,614
18,2774
18,3149
18,5472
18,4288
18,6692
18,6336
18,421
18,4732
18,1380
18,3733
18,382
18,4182
18,478
18,6051
18,6303
18,3565
18,7420
18,4059
18,920
19,2613
19,2678
19,1496
19,6586
20,2675
20,1313
20,5867
20,4123
20,4428
20,6361
21,3012
21,5697
22,5078
23,4218
23,7151
23,1845
23,644
23,3477
23,149
23,764
23,1553
23,1790
23,2113
24,3625
25,3528
25,313
26,5290
26,826
26,888
26,1147
26,1268
26,1790
26,2087
26,2446
27,4040
27,6247
27,1553
27,1887
27,4297
27,6300
27,3549
27,2285
28,7066
28,1653
28,49
28,241
28,285
28,342
28,665
28,775
28,1177
28,1457
28,1898
28,2377
28,2733
29,4589
29,904
29,2824
29,7124
29,543
29,7388
29,6539
29,2697
29,102
29,113
29,128
29,1682
30,6930
30,2632
30,3509
30,921
30,681
30,3483
30,5502
30,5783
31,1453
31,5221
31,3402
32,3122
32,1309
32,2186
32,5612
32,4801
32,1163
32,3141
32,6110
32,6592
32,5153
32,4158
32,102
32,606
33,2614
33,2556
33,404
33,2731
33,6731
33,4770
33,1866
33,3206
33,407
33,374
33,217
33,3089
33,6929
33,5047
33,5554
33,242
33,1964
33,4277
33,6016
33,3436
33,763
33,115
33,213
33,54
33,823
33,1839
34,2930
34,4374
34,5803
34,4676
34,3903
34,49
34,178
34,335
34,446
34,612
34,645
34,855
34,884
34,897
34,1278
34,1313
34,1658
34,1660
34,1932
34,1936
34,2249
34,2500
34,2701
34,2773
34,2878
34,3024
34,3028
34,3107
34,3133
34,3148
34,3213
34,3325
34,3336
34,3344
34,3345
35,6627
35,6893
35,5229
35,4216
35,6757
35,204
35,6372
35,4205
35,2291
35,2036
35,2151
35,3453
36,717
36,1756
36,2426
37,3966
37,291
37,2327
37,2434
37,3210
37,3593
38,6197
38,3772
38,1947
38,7375
38,2625
38,3009
38,113
38,117
38,290
39,1346
39,5047
39,98
39,112
39,232
39,916
39,1384
39,1452
39,1492
39,1621
39,2629
39,2730
39,2883
39,2953
39,3014
39,3169
39,3434
39,3514
39,3849
40,5502
40,4864
40,1377
40,1673
41,1949
41,5358
41,3574
41,3546
41,524
41,395
41,6196
41,142
41,209
41,1815
42,3575
42,4303
42,2635
43,4641
43,2879
43,243
43,818
43,4007
44,6899
44,3680
44,685
44,7068
44,6403
44,6146
44,3580
44,402
45,3888
45,7350
45,3961
45,4808
45,3511
45,5823
45,5051
45,334
45,862
45,4492
45,3996
46,2432
46,2404
46,571
46,1115
46,1392
46,2692
46,3212
46,4007
47,1783
47,7308
47,5323
47,6328
47,3822
47,6524
47,6311
47,2971
47,538
47,3166
47,5260
47,397
47,4618
47,4118
47,3114
47,3811
47,6356
47,6852
47,6747
47,1781
47,6121
47,707
47,1866
48,1753
48,325
48,7056
48,291
48,702
48,717
48,1532
48,1964
48,2153
48,2161
48,2410
48,2625
48,3066
48,4574
49,336
49,551
49,3345
49,2878
49,6493
49,251
49,6012
49,7066
49,2063
49,3024
49,271
49,290
49,367
49,378
49,380
49,427
49,559
49,702
49,761
49,864
49,948
49,980
49,1071
49,1290
49,1331
49,1345
49,1538
49,1550
49,1608
49,1669
49,1829
49,1877
49,2005
49,2020
49,2074
49,2134
49,2177
49,2224
49,2229
49,2316
49,2442
49,2458
49,2632
49,2635
49,2711
49,2720
49,2746
49,2864
49,2914
49,2945
49,2973
49,3008
49,3067
49,3094
49,3099
49,3151
49,3225
49,3464
49,3483
49,3488
49,3528
49,3580
49,3600
49,3635
49,3849
49,4176
49,4427
49,4489
49,4711
49,4765
49,4832
50,4381
51,6985
51,4742
51,4881
52,682
52,251
52,75
52,80
52,1112
52,1268
52,1514
52,2019
52,2693
52,2773
52,3324
52,4573
52,4742
52,4916
53,6463
53,123
53,139
53,1826
54,2358
54,2614
54,5142
54,643
54,3887
54,5515
54,7259
54,1672
54,4928
54,3969
54,2829
54,4537
54,5660
54,56
54,187
54,5047
54,1002
54,4113
54,6345
54,4119
54,242
